error,numSignals,selectSignal,samples,doas,freqOrig,freqMVDR,freqOrigMag,freqMVDRMag
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 577535.9999999999]","[54.82105650833324, 27.083992198023154, 23.966919082166854]","[5.912867587232524, 18.673081102213946, 0.6027037361048011]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[54.64477254032917, 23.910129567639103, 18.535212541633353]","[5.726121240230946, 0.5142818313787074, 12.968226743744452]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[304127.99999999994, 1078271.9999999998, 307199.99999999994]","[54.9149714522494, 24.097887077366483, 16.410364448326114]","[5.958903019164326, 0.5972905034744825, 11.284181807235624]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 304127.99999999994, 577535.9999999999]","[304127.99999999994, 1078271.9999999998, 577535.9999999999]","[54.968241847543744, 26.925350403033423, 24.075106420307264]","[5.814855812701272, 18.640255095378738, 0.6108077550761134]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[304127.99999999994, 1078271.9999999998, 307199.99999999994]","[54.688880875321985, 24.249197013848537, 19.33215025666921]","[5.9079307900107665, 0.553741117902038, 13.541497324627144]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[304127.99999999994, 1078271.9999999998, 307199.99999999994]","[54.95317360332784, 24.164685830927702, 23.951085625788597]","[6.20564992373716, 0.5757544416504109, 16.300269214998327]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 304127.99999999994, 577535.9999999999]","[304127.99999999994, 1078271.9999999998, 577535.9999999999]","[54.96643591128448, 27.196440655137526, 24.442189978304]","[6.051686639291732, 18.68946237198369, 0.5569726459150088]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[55.128717796748624, 24.792046137037097, 23.357738653404493]","[6.23033315959243, 0.5715681111273857, 15.829951633754426]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[304127.99999999994, 1078271.9999999998, 307199.99999999994]","[55.56590765508641, 25.14984090582793, 17.111018165573928]","[5.822467509384905, 0.6413352752206379, 11.826157122117875]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 304127.99999999994, 577535.9999999999]","[304127.99999999994, 1078271.9999999998, 577535.9999999999]","[55.473073272053284, 25.926731820746593, 25.19019462065027]","[5.854287061289838, 18.021245498128902, 0.6340200753070118]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[304127.99999999994, 1078271.9999999998, 307199.99999999994]","[55.29519788669662, 24.249412903546105, 16.03093239529434]","[5.824972087965088, 0.6181839832614701, 11.121402783799388]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 577535.9999999999]","[54.89194774405618, 26.553522515736976, 24.184757188649133]","[5.949465754347534, 18.421054113260265, 0.588639708865614]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[304127.99999999994, 1078271.9999999998, 307199.99999999994]","[54.39475417515722, 24.11605337954171, 20.32927816985179]","[6.019817785901315, 0.5231863428086798, 14.010788846733277]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[54.73573609634079, 24.326004243712372, 19.750622355566822]","[5.797999334930259, 0.5060407426978989, 13.751808429224164]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 577535.9999999999]","[54.77680385054712, 26.389426391139764, 24.17563612869908]","[6.0752460315707575, 18.108364883143008, 0.5448128842197694]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[304127.99999999994, 1078271.9999999998, 307199.99999999994]","[55.12909762183913, 24.57391503957437, 15.865221780587584]","[5.999379992882782, 0.5735297794929523, 11.131247642374804]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 304127.99999999994, 1078271.9999999998]","[54.98619105650791, 24.624287497293246, 13.238139780360374]","[6.132232010718827, 0.5569791808364373, 9.207074074391594]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[55.15790431478317, 24.796574905892065, 21.25935751809385]","[6.103758336179756, 0.5917143748743038, 14.477633567041241]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[55.32466371063722, 24.403574244721096, 15.367481132652824]","[5.837947157045302, 0.5767915363964373, 10.87065298774496]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[55.503903596446804, 24.72875079988789, 14.790916299752222]","[6.283840254126695, 0.5766997451791013, 10.208406687360329]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[54.94784388353762, 24.336084266160814, 14.104429246855307]","[5.916794956585358, 0.5607276015895054, 9.730520150160954]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 577535.9999999999]","[54.35043042374094, 26.638537868182194, 23.91740730981913]","[5.921698597305826, 18.385499592507852, 0.5258638340097286]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 577535.9999999999]","[54.402921475305746, 26.550956779098655, 23.279045334089485]","[5.946833463401432, 18.545685008411894, 0.5160869401816082]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[54.22147343429015, 23.33320003558688, 19.400308116581304]","[6.0551090380529695, 0.48521039583719194, 13.35030044260345]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 310271.99999999994]","[53.881469770700726, 23.482561600646978, 23.15122352859788]","[6.051429678325435, 16.174457698651295, 0.5491267801190441]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[304127.99999999994, 1078271.9999999998, 307199.99999999994]","[53.57054604140553, 22.70987634120448, 16.984338165594767]","[5.933222610020658, 0.5734215666595524, 11.68058828685037]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 577535.9999999999]","[53.17175846842938, 26.059142882926654, 22.017668333236703]","[5.659299224741798, 18.126711021329836, 0.555302620324619]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 310271.99999999994]","[52.40244825186361, 21.84766416947578, 21.58606716270165]","[5.910220197203304, 15.127792532944985, 0.474759718852002]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[52.36219334918626, 21.288776052192983, 15.224534475734073]","[5.994457985628128, 0.5077865005874056, 10.3899598211533]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 307199.99999999994, 577535.9999999999]","[307199.99999999994, 1078271.9999999998, 577535.9999999999]","[53.57205752164708, 26.020954909260887, 22.815935580321334]","[5.865022984741153, 17.87736862955488, 0.5089226953555048]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[54.964592987384, 24.61406312891925, 24.468108660655265]","[6.32565834798752, 0.5774526566207434, 16.678405938006804]"
False,3,0,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[307199.99999999994, 1078271.9999999998, 304127.99999999994]","[55.06840509075539, 24.159211260162365, 23.412718512635216]","[5.919776046114949, 0.5832232478205667, 16.326490909846687]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 580607.9999999999, 574463.9999999999]","[55.20924925637061, 24.47608253006643, 16.473379105484376]","[0.4201910209142381, 28.12665639505747, 0.5618184009356217]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 580607.9999999999, 574463.9999999999]","[55.80318890362802, 25.708726057375852, 18.79489284814958]","[0.4174998183884822, 29.229380670883618, 0.7500573086321626]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 580607.9999999999, 574463.9999999999]","[56.42181189415472, 26.190978968278575, 19.558051803590814]","[0.4047418989831988, 30.280170284284548, 0.659950918415038]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 580607.9999999999, 574463.9999999999]","[57.299691701905466, 29.264030705405247, 17.346406256328223]","[0.3261538910392859, 33.547437711065285, 0.6403993378202181]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 580607.9999999999, 307199.99999999994]","[57.13275854973588, 33.38642220788438, 22.209305181405895]","[0.2964661141478529, 38.16663106766567, 0.8643939039630314]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 580607.9999999999, 574463.9999999999]","[57.248459552936374, 33.301263785351246, 14.084789347537095]","[0.3395666121661769, 38.21038243118888, 0.4903490120248008]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 580607.9999999999, 574463.9999999999]","[57.159504941800165, 34.02182142182855, 14.584134830488043]","[0.37705775625751325, 39.10138506523073, 0.5232992082385973]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 580607.9999999999, 574463.9999999999]","[56.51522232528279, 34.02795512960869, 14.201916181405165]","[0.2852537220240221, 38.98383282272458, 0.5389423660917331]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 580607.9999999999, 304127.99999999994]","[56.65450920675505, 34.447603403423045, 20.92975007409859]","[0.4285178106094945, 39.45952537456883, 0.7790268769432427]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 580607.9999999999, 304127.99999999994]","[56.555390779878024, 34.54237643986457, 27.205167372508175]","[0.4373590070738257, 39.657199107030756, 0.9838567979126094]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 580607.9999999999, 307199.99999999994]","[56.026984190145136, 34.84369230531653, 26.35977857126787]","[0.469485461878256, 40.03231579409887, 0.9307468424050025]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 580607.9999999999]","[55.21292402277962, 35.69594743443339, 27.155808596852687]","[0.38920903161681486, 41.03561998415902, 0.9373872900193135]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 580607.9999999999]","[54.38962746380265, 35.81344910832704, 21.588979448300172]","[0.41252712716745665, 41.29551523237454, 0.8387790309480125]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 580607.9999999999]","[54.250578255406516, 36.18006041432311, 21.922488652906694]","[0.38929269056422916, 41.241227144358625, 0.7367807096403256]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 1078271.9999999998]","[52.724878708926965, 36.72994202852184, 12.909129524243543]","[0.38318459195157245, 42.01516165656136, 0.47546599032105924]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 1078271.9999999998]","[51.947077223134876, 36.65282241973843, 26.030526431371385]","[0.3201874323223272, 41.93471103512768, 0.9038636497383651]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 1078271.9999999998]","[52.3464206641757, 36.90371268895782, 19.645467223831737]","[0.3674525626710135, 42.45696221634523, 0.6560058246703308]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 1078271.9999999998]","[52.41080170063689, 36.92098264624476, 23.897013025248558]","[0.3425457541263509, 42.18123643761922, 0.823138812105091]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 1078271.9999999998]","[52.5844136742106, 36.69519557691491, 16.59392334804762]","[0.41444736152722467, 42.0995263680221, 0.613063967337263]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 1078271.9999999998]","[53.06118674780148, 36.514632086678546, 27.247653137664365]","[0.40494081189666675, 41.79034191323552, 0.9353515071016536]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 1078271.9999999998]","[53.48385439803722, 36.494715188477166, 25.086005845047033]","[0.4178772359252017, 41.83000067515603, 0.8955000363312186]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 580607.9999999999]","[53.5695573285891, 36.02116054427803, 14.10676907253676]","[0.2903722442912382, 41.47083151892999, 0.5089384356513867]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 580607.9999999999]","[53.97681651725626, 36.115276645267656, 27.254811516269317]","[0.33362063470204806, 41.56385087420698, 0.9899403087093583]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 580607.9999999999]","[54.27832656518206, 36.32025503946655, 19.825521580416517]","[0.4126929410488354, 41.62325074582332, 0.6668290637912954]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 580607.9999999999]","[54.64905663686937, 36.003290668468146, 25.63180491130719]","[0.4316767087079796, 41.467681439956486, 0.841656835175768]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 580607.9999999999]","[54.59961694780779, 35.73570890312218, 19.928860231114932]","[0.4039651765583223, 41.12089056486051, 0.7398047237681455]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 1078271.9999999998]","[54.24705778208813, 35.97605525341863, 20.196330676012213]","[0.4316782219397074, 41.48120593380845, 0.7411494969133721]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 307199.99999999994]","[53.19969185376668, 36.4121713842445, 12.281506033549807]","[0.3080904858614994, 41.66916265354282, 0.43751453931598466]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[577535.9999999999, 304127.99999999994, 1078271.9999999998]","[53.02191773448757, 36.382094685193984, 15.710035097449131]","[0.4038281127976237, 41.70430700056486, 0.5375007953272636]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 580607.9999999999]","[53.412321053070876, 36.27134606465321, 25.287413343816322]","[0.30191049309469375, 41.63012999823749, 0.9364900863384354]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 580607.9999999999]","[54.26652900743036, 36.221690117844986, 22.934189038146517]","[0.34022770723701184, 41.14563524147049, 0.8497613794519426]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 580607.9999999999]","[54.5659814842885, 36.06269064110456, 15.722560663964432]","[0.3375134460480046, 41.25659751162687, 0.5556727225615284]"
False,3,1,10000,"[-0.4886921905584123, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 580607.9999999999]","[54.93890402457264, 35.77370808216698, 20.234150237704146]","[0.3608787458467064, 41.14178666977821, 0.7209200896727485]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 580607.9999999999]","[55.196752793942586, 35.72411116177571, 22.938728886574186]","[0.42045317169955077, 41.12255351076472, 0.7608582196436602]"
False,3,1,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[577535.9999999999, 307199.99999999994, 580607.9999999999]","[55.37907074782973, 35.53049307559287, 21.977159631364078]","[0.34716572457719264, 40.45394027582278, 0.8277522752205538]"
